mouse_id	diet	sampleid	microbe_product	concentration	conc_normalized
9972	HF/LF	WD2.071522	Beta_muricholic_acid_b-MCA	0	2
9972	HF/LF	WD2.071522	Lithocholic_acid_LCA	0	2
9972	HF/LF	WD2.071522	Deoxycholic_acid_DCA	0	2
9972	HF/LF	WD2.071522	Taurocholic_acid_T-CA	2056.327422	2058.327422
9972	HF/LF	WD2.071522	Cholic_acid_CA	24.16124053	26.16124053
9973	HF/LF	WD5.071522	Alpha_muricholic_acid_a-MCA	0	2
9973	HF/LF	WD5.071522	Beta_muricholic_acid_b-MCA	0	2
9973	HF/LF	WD5.071522	Lithocholic_acid_LCA	0	2
9973	HF/LF	WD5.071522	Deoxycholic_acid_DCA	0	2
9973	HF/LF	WD5.071522	Taurocholic_acid_T-CA	538.8084503	540.8084503
9973	HF/LF	WD5.071522	Cholic_acid_CA	6.007588498	8.007588498
9974	HF/LF	WD1.071522	Alpha_muricholic_acid_a-MCA	0	2
9974	HF/LF	WD1.071522	Beta_muricholic_acid_b-MCA	0	2
9974	HF/LF	WD1.071522	Lithocholic_acid_LCA	0	2
9974	HF/LF	WD1.071522	Deoxycholic_acid_DCA	0	2
9974	HF/LF	WD1.071522	Taurocholic_acid_T-CA	602.33768	604.33768
9974	HF/LF	WD1.071522	Cholic_acid_CA	8.442020187	10.442020187
9975	HF/LF	WD4.071522	Alpha_muricholic_acid_a-MCA	0	2
9975	HF/LF	WD4.071522	Beta_muricholic_acid_b-MCA	0	2
9975	HF/LF	WD4.071522	Lithocholic_acid_LCA	0	2
9975	HF/LF	WD4.071522	Deoxycholic_acid_DCA	0	2
9975	HF/LF	WD4.071522	Taurocholic_acid_T-CA	1290.829449	1292.829449
9975	HF/LF	WD4.071522	Cholic_acid_CA	3.705453866	5.705453866
103	HF/HF	WD+F.081222	Alpha_muricholic_acid_a-MCA	0	2
103	HF/HF	WD+F.081222	Beta_muricholic_acid_b-MCA	63.35991853	65.35991853
103	HF/HF	WD+F.081222	Lithocholic_acid_LCA	0	2
103	HF/HF	WD+F.081222	Deoxycholic_acid_DCA	0	2
103	HF/HF	WD+F.081222	Taurocholic_acid_T-CA	3135.630108	3137.630108
103	HF/HF	WD+F.081222	Cholic_acid_CA	88.872626	90.872626
106	LF/LF	Ctrl2.081222	Alpha_muricholic_acid_a-MCA	21.15902473	23.15902473
106	LF/LF	Ctrl2.081222	Beta_muricholic_acid_b-MCA	179.1463464	181.1463464
106	LF/LF	Ctrl2.081222	Lithocholic_acid_LCA	0	2
106	LF/LF	Ctrl2.081222	Deoxycholic_acid_DCA	65.65822928	67.65822928
106	LF/LF	Ctrl2.081222	Taurocholic_acid_T-CA	15676.75247	15678.75247
106	LF/LF	Ctrl2.081222	Cholic_acid_CA	10.75387819	12.75387819
108	LF/LF	Ctrl3.081222	Alpha_muricholic_acid_a-MCA	0	2
108	LF/LF	Ctrl3.081222	Beta_muricholic_acid_b-MCA	104.1155123	106.1155123
108	LF/LF	Ctrl3.081222	Lithocholic_acid_LCA	0	2
108	LF/LF	Ctrl3.081222	Deoxycholic_acid_DCA	0	2
108	LF/LF	Ctrl3.081222	Taurocholic_acid_T-CA	12824.89553	12826.89553
108	LF/LF	Ctrl3.081222	Cholic_acid_CA	59.09506239	61.09506239
109	LF/LF	Ctrl1.081222	Alpha_muricholic_acid_a-MCA	0	2
109	LF/LF	Ctrl1.081222	Beta_muricholic_acid_b-MCA	91.50773226	93.50773226
109	LF/LF	Ctrl1.081222	Lithocholic_acid_LCA	0	2
109	LF/LF	Ctrl1.081222	Deoxycholic_acid_DCA	0	2
109	LF/LF	Ctrl1.081222	Taurocholic_acid_T-CA	3651.887989	3653.887989
109	LF/LF	Ctrl1.081222	Cholic_acid_CA	21.99226786	23.99226786
113	HF/LF	WD+1.081222	Alpha_muricholic_acid_a-MCA	13.82161741	15.82161741
113	HF/LF	WD+1.081222	Beta_muricholic_acid_b-MCA	150.4547439	152.4547439
113	HF/LF	WD+1.081222	Lithocholic_acid_LCA	0	2
113	HF/LF	WD+1.081222	Deoxycholic_acid_DCA	0	2
113	HF/LF	WD+1.081222	Taurocholic_acid_T-CA	44577.89629	44579.89629
113	HF/LF	WD+1.081222	Cholic_acid_CA	37.11547458	39.11547458
114	Chow	Chow4.081222	Alpha_muricholic_acid_a-MCA	46.77406834	48.77406834
114	Chow	Chow4.081222	Beta_muricholic_acid_b-MCA	435.6905205	437.6905205
114	Chow	Chow4.081222	Lithocholic_acid_LCA	35.72053142	37.72053142
114	Chow	Chow4.081222	Deoxycholic_acid_DCA	224.7673302	226.7673302
114	Chow	Chow4.081222	Taurocholic_acid_T-CA	54.07602561	56.07602561
114	Chow	Chow4.081222	Cholic_acid_CA	3.600922503	5.600922503
116	Chow	Chow2.081222	Alpha_muricholic_acid_a-MCA	64.3810433	66.3810433
116	Chow	Chow2.081222	Beta_muricholic_acid_b-MCA	1473.177777	1475.177777
116	Chow	Chow2.081222	Lithocholic_acid_LCA	20.97485314	22.97485314
116	Chow	Chow2.081222	Deoxycholic_acid_DCA	739.9658178	741.9658178
116	Chow	Chow2.081222	Taurocholic_acid_T-CA	4841.441955	4843.441955
116	Chow	Chow2.081222	Cholic_acid_CA	223.2411368	225.2411368
117	Chow	Chow1.081222	Alpha_muricholic_acid_a-MCA	53.20881888	55.20881888
117	Chow	Chow1.081222	Beta_muricholic_acid_b-MCA	642.5329949	644.5329949
117	Chow	Chow1.081222	Lithocholic_acid_LCA	18.72255507	20.72255507
117	Chow	Chow1.081222	Deoxycholic_acid_DCA	180.1615207	182.1615207
117	Chow	Chow1.081222	Taurocholic_acid_T-CA	938.6155511	940.6155511
117	Chow	Chow1.081222	Cholic_acid_CA	70.2969998	72.2969998
9740	Chow	Chow1.050622	Alpha_muricholic_acid_a-MCA	36.67877554	38.67877554
9740	Chow	Chow1.050622	Beta_muricholic_acid_b-MCA	503.23763	505.23763
9740	Chow	Chow1.050622	Lithocholic_acid_LCA	12.64064852	14.64064852
9740	Chow	Chow1.050622	Deoxycholic_acid_DCA	188.5852496	190.5852496
9740	Chow	Chow1.050622	Taurocholic_acid_T-CA	2299.017563	2301.017563
9740	Chow	Chow1.050622	Cholic_acid_CA	175.5290596	177.5290596
9741	Chow	Chow2.050622	Alpha_muricholic_acid_a-MCA	91.42159651	93.42159651
9741	Chow	Chow2.050622	Beta_muricholic_acid_b-MCA	1860.487373	1862.487373
9741	Chow	Chow2.050622	Lithocholic_acid_LCA	27.04935023	29.04935023
9741	Chow	Chow2.050622	Deoxycholic_acid_DCA	565.3518387	567.3518387
9741	Chow	Chow2.050622	Taurocholic_acid_T-CA	287.0731854	289.0731854
9741	Chow	Chow2.050622	Cholic_acid_CA	58.11932092	60.11932092
9742	Chow	Chow4.050622	Alpha_muricholic_acid_a-MCA	0	2
9742	Chow	Chow4.050622	Beta_muricholic_acid_b-MCA	68.69396346	70.69396346
9742	Chow	Chow4.050622	Lithocholic_acid_LCA	5.197998584	7.197998584
9742	Chow	Chow4.050622	Deoxycholic_acid_DCA	42.35615224	44.35615224
9742	Chow	Chow4.050622	Taurocholic_acid_T-CA	647.3368902	649.3368902
9742	Chow	Chow4.050622	Cholic_acid_CA	30.9235576	32.923557599999995
9743	Chow	Chow3.050622	Alpha_muricholic_acid_a-MCA	151.8704859	153.8704859
9743	Chow	Chow3.050622	Beta_muricholic_acid_b-MCA	1485.13126	1487.13126
9743	Chow	Chow3.050622	Lithocholic_acid_LCA	38.13932884	40.13932884
9743	Chow	Chow3.050622	Deoxycholic_acid_DCA	561.2735552	563.2735552
9743	Chow	Chow3.050622	Taurocholic_acid_T-CA	625.7349327	627.7349327
9743	Chow	Chow3.050622	Cholic_acid_CA	62.08373173	64.08373173
9747	LF/LF	CtrlF1.050622	Alpha_muricholic_acid_a-MCA	0	2
9747	LF/LF	CtrlF1.050622	Beta_muricholic_acid_b-MCA	0	2
9747	LF/LF	CtrlF1.050622	Lithocholic_acid_LCA	0	2
9747	LF/LF	CtrlF1.050622	Deoxycholic_acid_DCA	0	2
9747	LF/LF	CtrlF1.050622	Taurocholic_acid_T-CA	15.75170767	17.751707670000002
9747	LF/LF	CtrlF1.050622	Cholic_acid_CA	0	2
9832	LF/HF	CtrlF3.060322	Alpha_muricholic_acid_a-MCA	0	2
9832	LF/HF	CtrlF3.060322	Beta_muricholic_acid_b-MCA	10.67903204	12.67903204
9832	LF/HF	CtrlF3.060322	Lithocholic_acid_LCA	0	2
9832	LF/HF	CtrlF3.060322	Deoxycholic_acid_DCA	0	2
9832	LF/HF	CtrlF3.060322	Taurocholic_acid_T-CA	128.0386221	130.0386221
9832	LF/HF	CtrlF3.060322	Cholic_acid_CA	6.192322075	8.192322075
9833	LF/HF	CtrlF1.060322	Alpha_muricholic_acid_a-MCA	18.04368591	20.04368591
9833	LF/HF	CtrlF1.060322	Beta_muricholic_acid_b-MCA	110.4934528	112.4934528
9833	LF/HF	CtrlF1.060322	Lithocholic_acid_LCA	0	2
9833	LF/HF	CtrlF1.060322	Deoxycholic_acid_DCA	23.85803039	25.85803039
9833	LF/HF	CtrlF1.060322	Taurocholic_acid_T-CA	1108.41893	1110.41893
9833	LF/HF	CtrlF1.060322	Cholic_acid_CA	168.0912632	170.0912632
9834	LF/HF	CtrlF2.060322	Alpha_muricholic_acid_a-MCA	0	2
9834	LF/HF	CtrlF2.060322	Beta_muricholic_acid_b-MCA	48.2793273	50.2793273
9834	LF/HF	CtrlF2.060322	Lithocholic_acid_LCA	0	2
9834	LF/HF	CtrlF2.060322	Deoxycholic_acid_DCA	0	2
9834	LF/HF	CtrlF2.060322	Taurocholic_acid_T-CA	21064.96582	21066.96582
9834	LF/HF	CtrlF2.060322	Cholic_acid_CA	173.84058	175.84058
9835	LF/HF	CtrlF5.060322	Alpha_muricholic_acid_a-MCA	66.68669143	68.68669143
9835	LF/HF	CtrlF5.060322	Beta_muricholic_acid_b-MCA	234.8425014	236.8425014
9835	LF/HF	CtrlF5.060322	Lithocholic_acid_LCA	0	2
9835	LF/HF	CtrlF5.060322	Deoxycholic_acid_DCA	5.986803591	7.986803591
9835	LF/HF	CtrlF5.060322	Taurocholic_acid_T-CA	1448.663494	1450.663494
9835	LF/HF	CtrlF5.060322	Cholic_acid_CA	395.2537233	397.2537233
9836	HF/HF	W+F4.060322	Alpha_muricholic_acid_a-MCA	130.9399041	132.9399041
9836	HF/HF	W+F4.060322	Beta_muricholic_acid_b-MCA	740.5198332	742.5198332
9836	HF/HF	W+F4.060322	Lithocholic_acid_LCA	0	2
9836	HF/HF	W+F4.060322	Deoxycholic_acid_DCA	3.437286132	5.4372861320000005
9836	HF/HF	W+F4.060322	Taurocholic_acid_T-CA	1401.781898	1403.781898
9836	HF/HF	W+F4.060322	Cholic_acid_CA	504.3748932	506.3748932
9837	HF/HF	W+F2.060322	Alpha_muricholic_acid_a-MCA	86.09353852	88.09353852
9837	HF/HF	W+F2.060322	Beta_muricholic_acid_b-MCA	356.0459908	358.0459908
9837	HF/HF	W+F2.060322	Lithocholic_acid_LCA	0	2
9837	HF/HF	W+F2.060322	Deoxycholic_acid_DCA	4.86343294	6.86343294
9837	HF/HF	W+F2.060322	Taurocholic_acid_T-CA	939.365104	941.365104
9837	HF/HF	W+F2.060322	Cholic_acid_CA	265.5880141	267.5880141
9842	LF/LF	Ctrl2.060322	Alpha_muricholic_acid_a-MCA	0	2
9842	LF/LF	Ctrl2.060322	Beta_muricholic_acid_b-MCA	37.94927872	39.94927872
9842	LF/LF	Ctrl2.060322	Lithocholic_acid_LCA	0	2
9842	LF/LF	Ctrl2.060322	Deoxycholic_acid_DCA	0	2
9842	LF/LF	Ctrl2.060322	Taurocholic_acid_T-CA	1950.194143	1952.194143
9842	LF/LF	Ctrl2.060322	Cholic_acid_CA	49.54096002	51.54096002
9846	HF/LF	WD3.060322	Alpha_muricholic_acid_a-MCA	0	2
9846	HF/LF	WD3.060322	Beta_muricholic_acid_b-MCA	17.05515229	19.05515229
9846	HF/LF	WD3.060322	Lithocholic_acid_LCA	0	2
9846	HF/LF	WD3.060322	Deoxycholic_acid_DCA	0	2
9846	HF/LF	WD3.060322	Taurocholic_acid_T-CA	4615.742362	4617.742362
9846	HF/LF	WD3.060322	Cholic_acid_CA	60.51816116	62.51816116
9847	HF/LF	WD1.060322	Alpha_muricholic_acid_a-MCA	0	2
9847	HF/LF	WD1.060322	Beta_muricholic_acid_b-MCA	0	2
9847	HF/LF	WD1.060322	Lithocholic_acid_LCA	0	2
9847	HF/LF	WD1.060322	Deoxycholic_acid_DCA	0	2
9847	HF/LF	WD1.060322	Taurocholic_acid_T-CA	283.0009195	285.0009195
9847	HF/LF	WD1.060322	Cholic_acid_CA	0	2
9848	HF/LF	WD4.060322	Alpha_muricholic_acid_a-MCA	0	2
9848	HF/LF	WD4.060322	Beta_muricholic_acid_b-MCA	0	2
9848	HF/LF	WD4.060322	Lithocholic_acid_LCA	0	2
9848	HF/LF	WD4.060322	Deoxycholic_acid_DCA	0	2
9848	HF/LF	WD4.060322	Taurocholic_acid_T-CA	542.0516488	544.0516488
9848	HF/LF	WD4.060322	Cholic_acid_CA	0	2
9849	HF/LF	WD2.060322	Alpha_muricholic_acid_a-MCA	0	2
9849	HF/LF	WD2.060322	Beta_muricholic_acid_b-MCA	7.257015987	9.257015987
9849	HF/LF	WD2.060322	Lithocholic_acid_LCA	0	2
9849	HF/LF	WD2.060322	Deoxycholic_acid_DCA	0	2
9849	HF/LF	WD2.060322	Taurocholic_acid_T-CA	4584.775134	4586.775134
9849	HF/LF	WD2.060322	Cholic_acid_CA	9.596008588	11.596008588
9851	HF/LF	WD5.060322	Alpha_muricholic_acid_a-MCA	0	2
9851	HF/LF	WD5.060322	Beta_muricholic_acid_b-MCA	0	2
9851	HF/LF	WD5.060322	Lithocholic_acid_LCA	0	2
9851	HF/LF	WD5.060322	Deoxycholic_acid_DCA	0	2
9851	HF/LF	WD5.060322	Taurocholic_acid_T-CA	2400.407196	2402.407196
9851	HF/LF	WD5.060322	Cholic_acid_CA	3.265653862	5.265653862000001
9941	Chow	Chow3.070122	Alpha_muricholic_acid_a-MCA	0	2
9941	Chow	Chow3.070122	Beta_muricholic_acid_b-MCA	11.04169343	13.04169343
9941	Chow	Chow3.070122	Lithocholic_acid_LCA	0	2
9941	Chow	Chow3.070122	Deoxycholic_acid_DCA	0	2
9941	Chow	Chow3.070122	Taurocholic_acid_T-CA	257.0784327	259.0784327
9941	Chow	Chow3.070122	Cholic_acid_CA	20.78011202	22.78011202
9943	Chow	Chow2.070122	Alpha_muricholic_acid_a-MCA	0	2
9943	Chow	Chow2.070122	Beta_muricholic_acid_b-MCA	14.24082858	16.24082858
9943	Chow	Chow2.070122	Lithocholic_acid_LCA	0	2
9943	Chow	Chow2.070122	Deoxycholic_acid_DCA	0	2
9943	Chow	Chow2.070122	Taurocholic_acid_T-CA	137.4953504	139.4953504
9943	Chow	Chow2.070122	Cholic_acid_CA	15.02177527	17.02177527
9945	LF/LF	Ctrl4.070122	Alpha_muricholic_acid_a-MCA	0	2
9945	LF/LF	Ctrl4.070122	Beta_muricholic_acid_b-MCA	27.95510598	29.95510598
9945	LF/LF	Ctrl4.070122	Lithocholic_acid_LCA	0	2
9945	LF/LF	Ctrl4.070122	Deoxycholic_acid_DCA	0	2
9945	LF/LF	Ctrl4.070122	Taurocholic_acid_T-CA	2935.76292	2937.76292
9945	LF/LF	Ctrl4.070122	Cholic_acid_CA	29.57254914	31.57254914
9946	LF/LF	Ctrl1.070122	Alpha_muricholic_acid_a-MCA	0	2
9946	LF/LF	Ctrl1.070122	Beta_muricholic_acid_b-MCA	0	2
9946	LF/LF	Ctrl1.070122	Lithocholic_acid_LCA	0	2
9946	LF/LF	Ctrl1.070122	Deoxycholic_acid_DCA	0	2
9946	LF/LF	Ctrl1.070122	Taurocholic_acid_T-CA	56.47903967	58.47903967
9946	LF/LF	Ctrl1.070122	Cholic_acid_CA	0	2
9947	LF/LF	Ctrl3.070122	Alpha_muricholic_acid_a-MCA	0	2
9947	LF/LF	Ctrl3.070122	Beta_muricholic_acid_b-MCA	0	2
9947	LF/LF	Ctrl3.070122	Lithocholic_acid_LCA	0	2
9947	LF/LF	Ctrl3.070122	Deoxycholic_acid_DCA	0	2
9947	LF/LF	Ctrl3.070122	Taurocholic_acid_T-CA	26.7957398	28.7957398
9947	LF/LF	Ctrl3.070122	Cholic_acid_CA	0	2
9948	LF/LF	Ctrl2.070122	Alpha_muricholic_acid_a-MCA	0	2
9948	LF/LF	Ctrl2.070122	Beta_muricholic_acid_b-MCA	5.041549802	7.041549802
9948	LF/LF	Ctrl2.070122	Lithocholic_acid_LCA	0	2
9948	LF/LF	Ctrl2.070122	Deoxycholic_acid_DCA	0	2
9948	LF/LF	Ctrl2.070122	Taurocholic_acid_T-CA	105.3722362	107.3722362
9948	LF/LF	Ctrl2.070122	Cholic_acid_CA	7.25865845	9.25865845
9949	HF/LF	WD2.070122	Alpha_muricholic_acid_a-MCA	0	2
9949	HF/LF	WD2.070122	Beta_muricholic_acid_b-MCA	25.56929128	27.56929128
9949	HF/LF	WD2.070122	Lithocholic_acid_LCA	0	2
9949	HF/LF	WD2.070122	Deoxycholic_acid_DCA	0	2
9949	HF/LF	WD2.070122	Taurocholic_acid_T-CA	8784.949693	8786.949693
9949	HF/LF	WD2.070122	Cholic_acid_CA	294.8196977	296.8196977
9950	HF/LF	WD3.070122	Alpha_muricholic_acid_a-MCA	0	2
9950	HF/LF	WD3.070122	Beta_muricholic_acid_b-MCA	0	2
9950	HF/LF	WD3.070122	Lithocholic_acid_LCA	0	2
9950	HF/LF	WD3.070122	Deoxycholic_acid_DCA	0	2
9950	HF/LF	WD3.070122	Taurocholic_acid_T-CA	569.3032163	571.3032163
9950	HF/LF	WD3.070122	Cholic_acid_CA	7.874898997	9.874898997
9952	HF/LF	WD4.070122	Alpha_muricholic_acid_a-MCA	0	2
9952	HF/LF	WD4.070122	Beta_muricholic_acid_b-MCA	5.018526737	7.018526737
9952	HF/LF	WD4.070122	Lithocholic_acid_LCA	0	2
9952	HF/LF	WD4.070122	Deoxycholic_acid_DCA	0	2
9952	HF/LF	WD4.070122	Taurocholic_acid_T-CA	575.2170693	577.2170693
9952	HF/LF	WD4.070122	Cholic_acid_CA	19.29473398	21.29473398
9953	HF/LF	WD1.070122	Alpha_muricholic_acid_a-MCA	0	2
9953	HF/LF	WD1.070122	Beta_muricholic_acid_b-MCA	13.08317848	15.08317848
9953	HF/LF	WD1.070122	Lithocholic_acid_LCA	0	2
9953	HF/LF	WD1.070122	Deoxycholic_acid_DCA	0	2
9953	HF/LF	WD1.070122	Taurocholic_acid_T-CA	2791.784187	2793.784187
9953	HF/LF	WD1.070122	Cholic_acid_CA	102.8017698	104.8017698
9962	Chow	Chow3.071522	Alpha_muricholic_acid_a-MCA	25.11115316	27.11115316
9962	Chow	Chow3.071522	Beta_muricholic_acid_b-MCA	224.5631721	226.5631721
9962	Chow	Chow3.071522	Lithocholic_acid_LCA	16.04625507	18.04625507
9962	Chow	Chow3.071522	Deoxycholic_acid_DCA	58.35171482	60.35171482
9962	Chow	Chow3.071522	Taurocholic_acid_T-CA	22.709704640000002	24.709704640000002
9962	Chow	Chow3.071522	Cholic_acid_CA	0	2
9965	Chow	Chow2.071522	Alpha_muricholic_acid_a-MCA	80.24348842	82.24348842
9965	Chow	Chow2.071522	Beta_muricholic_acid_b-MCA	317.2592276	319.2592276
9965	Chow	Chow2.071522	Lithocholic_acid_LCA	0	2
9965	Chow	Chow2.071522	Deoxycholic_acid_DCA	0	2
9965	Chow	Chow2.071522	Taurocholic_acid_T-CA	93.12275417	95.12275417
9965	Chow	Chow2.071522	Cholic_acid_CA	177.8329994	179.8329994
9966	LF/LF	Ctrl1.071522	Alpha_muricholic_acid_a-MCA	0	2
9966	LF/LF	Ctrl1.071522	Beta_muricholic_acid_b-MCA	20.23404696	22.23404696
9966	LF/LF	Ctrl1.071522	Lithocholic_acid_LCA	0	2
9966	LF/LF	Ctrl1.071522	Deoxycholic_acid_DCA	0	2
9966	LF/LF	Ctrl1.071522	Taurocholic_acid_T-CA	2782.508494	2784.508494
9966	LF/LF	Ctrl1.071522	Cholic_acid_CA	120.3023174	122.3023174
9968	LF/LF	Ctrl3.071522	Alpha_muricholic_acid_a-MCA	38.37091612	40.37091612
9968	LF/LF	Ctrl3.071522	Beta_muricholic_acid_b-MCA	394.949744	396.949744
9968	LF/LF	Ctrl3.071522	Lithocholic_acid_LCA	0	2
9968	LF/LF	Ctrl3.071522	Deoxycholic_acid_DCA	0	2
9968	LF/LF	Ctrl3.071522	Taurocholic_acid_T-CA	17674.10023	17676.10023
9968	LF/LF	Ctrl3.071522	Cholic_acid_CA	522.4798936	524.4798936
9969	LF/LF	Ctrl2.071522	Alpha_muricholic_acid_a-MCA	0	2
9969	LF/LF	Ctrl2.071522	Beta_muricholic_acid_b-MCA	0	2
9969	LF/LF	Ctrl2.071522	Lithocholic_acid_LCA	0	2
9969	LF/LF	Ctrl2.071522	Deoxycholic_acid_DCA	0	2
9969	LF/LF	Ctrl2.071522	Taurocholic_acid_T-CA	195.1902914	197.1902914
9969	LF/LF	Ctrl2.071522	Cholic_acid_CA	0	2
9970	LF/LF	Ctrl4.071522	Alpha_muricholic_acid_a-MCA	0	2
9970	LF/LF	Ctrl4.071522	Beta_muricholic_acid_b-MCA	0	2
9970	LF/LF	Ctrl4.071522	Lithocholic_acid_LCA	0	2
9970	LF/LF	Ctrl4.071522	Deoxycholic_acid_DCA	0	2
9970	LF/LF	Ctrl4.071522	Taurocholic_acid_T-CA	454.0519506	456.0519506
9970	LF/LF	Ctrl4.071522	Cholic_acid_CA	0	2
9971	HF/LF	WD3.071522	Alpha_muricholic_acid_a-MCA	13.95149278	15.95149278
9971	HF/LF	WD3.071522	Beta_muricholic_acid_b-MCA	164.0641091	166.0641091
9971	HF/LF	WD3.071522	Lithocholic_acid_LCA	0	2
9971	HF/LF	WD3.071522	Deoxycholic_acid_DCA	0	2
9971	HF/LF	WD3.071522	Taurocholic_acid_T-CA	3464.162136	3466.162136
9971	HF/LF	WD3.071522	Cholic_acid_CA	223.5564533	225.5564533
9972	HF/LF	WD2.071522	Alpha_muricholic_acid_a-MCA	0	2
9972	HF/LF	WD2.071522	Beta_muricholic_acid_b-MCA	0	2
9972	HF/LF	WD2.071522	Lithocholic_acid_LCA	0	2
9972	HF/LF	WD2.071522	Deoxycholic_acid_DCA	0	2
9972	HF/LF	WD2.071522	Taurocholic_acid_T-CA	2056.327422	2058.327422
9972	HF/LF	WD2.071522	Cholic_acid_CA	24.16124053	26.16124053
9973	HF/LF	WD5.071522	Alpha_muricholic_acid_a-MCA	0	2
9973	HF/LF	WD5.071522	Beta_muricholic_acid_b-MCA	0	2
9973	HF/LF	WD5.071522	Lithocholic_acid_LCA	0	2
9973	HF/LF	WD5.071522	Deoxycholic_acid_DCA	0	2
9973	HF/LF	WD5.071522	Taurocholic_acid_T-CA	538.8084503	540.8084503
9973	HF/LF	WD5.071522	Cholic_acid_CA	6.007588498	8.007588498
9974	HF/LF	WD1.071522	Alpha_muricholic_acid_a-MCA	0	2
9974	HF/LF	WD1.071522	Beta_muricholic_acid_b-MCA	0	2
9974	HF/LF	WD1.071522	Lithocholic_acid_LCA	0	2
9974	HF/LF	WD1.071522	Deoxycholic_acid_DCA	0	2
9974	HF/LF	WD1.071522	Taurocholic_acid_T-CA	602.33768	604.33768
9974	HF/LF	WD1.071522	Cholic_acid_CA	8.442020187	10.442020187
9975	HF/LF	WD4.071522	Alpha_muricholic_acid_a-MCA	0	2
9975	HF/LF	WD4.071522	Beta_muricholic_acid_b-MCA	0	2
9975	HF/LF	WD4.071522	Lithocholic_acid_LCA	0	2
9975	HF/LF	WD4.071522	Deoxycholic_acid_DCA	0	2
9975	HF/LF	WD4.071522	Taurocholic_acid_T-CA	1290.829449	1292.829449
9975	HF/LF	WD4.071522	Cholic_acid_CA	3.705453866	5.705453866
