day_post_inf	Family	.y.	group1	group2	n1	n2	statistic	p	p.adj	p.adj.signif
0	Staphylococcaceae	rel_abund	HF/HF	LF/HF	18	17	-0.1322028490352427	0.8948238476984137	0.977123029631011	ns
0	Staphylococcaceae	rel_abund	HF/HF	LF/LF	18	28	2.658186970961163	0.007856229480601376	0.013093715801002293	*
0	Staphylococcaceae	rel_abund	HF/LF	LF/HF	28	17	-3.9615896059962457	7.445243069120106e-5	3.4265679611307894e-4	***
0	Staphylococcaceae	rel_abund	HF/LF	LF/LF	28	28	-1.385524116351497	0.16589226354525755	0.2369889479217965	ns
0	Staphylococcaceae	rel_abund	LF/HF	LF/LF	17	28	2.757254652424918	0.0058288937644005055	0.011657787528801011	*
3	Staphylococcaceae	rel_abund	Chow	HF/HF	14	1	-0.2144679455579418	0.830182161136458	0.9224246234849535	ns
3	Staphylococcaceae	rel_abund	Chow	HF/LF	14	6	-0.4549552159535039	0.6491414578992243	0.8460361236086225	ns
3	Staphylococcaceae	rel_abund	Chow	LF/HF	14	2	1.9038068231938285	0.056935347579115905	0.2846767378955795	ns
3	Staphylococcaceae	rel_abund	Chow	LF/LF	14	8	0.4965711971103898	0.6194914686791476	0.8460361236086225	ns
3	Staphylococcaceae	rel_abund	HF/HF	HF/LF	1	6	0	1	1	ns
3	Staphylococcaceae	rel_abund	HF/HF	LF/HF	1	2	1.3563135786891614	0.17499941692318421	0.43749854230796054	ns
3	Staphylococcaceae	rel_abund	HF/HF	LF/LF	1	8	0.4167942632602767	0.676828898886898	0.8460361236086225	ns
3	Staphylococcaceae	rel_abund	HF/LF	LF/HF	6	2	2.034470368033742	0.041904193295886925	0.2846767378955795	ns
3	Staphylococcaceae	rel_abund	HF/LF	LF/LF	6	8	0.8185676831201014	0.4130331113593802	0.8260662227187604	ns
3	Staphylococcaceae	rel_abund	LF/HF	LF/LF	2	8	-1.5420037778300888	0.1230726755663447	0.41024225188781566	ns
-15	Tannerellaceae	rel_abund	Chow	HF/HF	25	15	-1.6348684246263427	0.10207663293787556	0.25519158234468886	ns
-15	Tannerellaceae	rel_abund	Chow	HF/LF	25	32	-0.9345649794099129	0.3500125340338678	0.41844922149659564	ns
-15	Tannerellaceae	rel_abund	Chow	LF/HF	25	19	1.205253651160769	0.22810539634454233	0.41844922149659564	ns
-15	Tannerellaceae	rel_abund	Chow	LF/LF	25	29	-0.9260906314144958	0.3543988822951091	0.41844922149659564	ns
-15	Tannerellaceae	rel_abund	HF/HF	HF/LF	15	32	0.9091412784240831	0.36327555594045247	0.41844922149659564	ns
-15	Tannerellaceae	rel_abund	HF/HF	LF/HF	15	19	2.607935734634043	0.009109005417807316	0.09109005417807317	ns
-15	Tannerellaceae	rel_abund	HF/HF	LF/LF	15	29	0.8841702797068248	0.37660429934693607	0.41844922149659564	ns
-15	Tannerellaceae	rel_abund	HF/LF	LF/HF	32	19	2.1278850033747365	0.03334661927179677	0.11934412093612469	ns
-15	Tannerellaceae	rel_abund	HF/LF	LF/LF	32	29	-0.01280779225111702	0.9897811396884885	0.9897811396884885	ns
-15	Tannerellaceae	rel_abund	LF/HF	LF/LF	19	29	-2.0991550352174984	0.035803236280837404	0.11934412093612469	ns
-8	Tannerellaceae	rel_abund	Chow	HF/HF	22	18	5.178643536802795	2.2350507226809798e-7	1.11752536134049e-6	****
-8	Tannerellaceae	rel_abund	Chow	HF/LF	22	25	4.459706726061713	8.207187842738044e-6	2.051796960684511e-5	****
-8	Tannerellaceae	rel_abund	Chow	LF/HF	22	17	5.633532983764765	1.7655473110217572e-8	1.7655473110217572e-7	****
-8	Tannerellaceae	rel_abund	Chow	LF/LF	22	26	4.926172866732956	8.38558174193121e-7	2.79519391397707e-6	****
-8	Tannerellaceae	rel_abund	HF/HF	HF/LF	18	25	-1.1069863699591354	0.2682998213464511	0.3832854590663587	ns
-8	Tannerellaceae	rel_abund	HF/HF	LF/HF	18	17	0.5124368977507299	0.6083452729627721	0.6597038665385824	ns
-8	Tannerellaceae	rel_abund	HF/HF	LF/LF	18	26	-0.713757346165278	0.47537723914418456	0.5942215489302307	ns
-8	Tannerellaceae	rel_abund	HF/LF	LF/HF	25	17	1.639823476941771	0.10104187532222604	0.20208375064445208	ns
-8	Tannerellaceae	rel_abund	HF/LF	LF/LF	25	26	0.44032205860873935	0.6597038665385824	0.6597038665385824	ns
-8	Tannerellaceae	rel_abund	LF/HF	LF/LF	17	26	-1.2573030685954476	0.2086439132608591	0.34773985543476515	ns
-3	Tannerellaceae	rel_abund	Chow	HF/HF	23	19	1.2466189622185426	0.21253724549287173	0.23615249499207971	ns
-3	Tannerellaceae	rel_abund	Chow	HF/LF	23	28	-3.6970812220824727	2.180925799003033e-4	5.452314497507583e-4	***
-3	Tannerellaceae	rel_abund	Chow	LF/HF	23	18	3.2022010532927943	0.0013638177473902302	0.0027276354947804605	**
-3	Tannerellaceae	rel_abund	Chow	LF/LF	23	27	-0.854704970798964	0.3927144979876517	0.3927144979876517	ns
-3	Tannerellaceae	rel_abund	HF/HF	HF/LF	19	28	-4.800565342383509	1.5821833953341736e-6	7.910916976670868e-6	****
-3	Tannerellaceae	rel_abund	HF/HF	LF/HF	19	18	1.888766200455134	0.058923163623973485	0.07365395452996686	ns
-3	Tannerellaceae	rel_abund	HF/HF	LF/LF	19	27	-2.10052420671574	0.035682753507019146	0.05097536215288449	ns
-3	Tannerellaceae	rel_abund	HF/LF	LF/HF	28	18	6.779417697361303	1.2066121045023848e-11	1.2066121045023848e-10	****
-3	Tannerellaceae	rel_abund	HF/LF	LF/LF	28	27	2.9581199866270347	0.0030952161795589185	0.005158693632598198	**
-3	Tannerellaceae	rel_abund	LF/HF	LF/LF	18	27	-4.108725977327373	3.978477946034397e-5	1.3261593153447991e-4	***
0	Tannerellaceae	rel_abund	Chow	HF/HF	24	18	3.329269138196851	8.707421781331944e-4	0.004353710890665972	**
0	Tannerellaceae	rel_abund	Chow	HF/LF	24	28	-0.46721975514986314	0.6403426611059426	0.6403426611059426	ns
0	Tannerellaceae	rel_abund	Chow	LF/HF	24	17	0.8311169246733173	0.40590757952667644	0.45100842169630717	ns
0	Tannerellaceae	rel_abund	Chow	LF/LF	24	28	2.2167266954500353	0.02664177340690717	0.05328354681381434	ns
0	Tannerellaceae	rel_abund	HF/HF	HF/LF	18	28	-3.866321819838343	1.1048911989893814e-4	0.0011048911989893814	**
0	Tannerellaceae	rel_abund	HF/HF	LF/HF	18	17	-2.290410793982553	0.021997514398518003	0.05328354681381434	ns
0	Tannerellaceae	rel_abund	HF/HF	LF/LF	18	28	-1.3950117754277132	0.1630122886564948	0.2716871477608247	ns
0	Tannerellaceae	rel_abund	HF/LF	LF/HF	28	17	1.279585459417282	0.20069096638343262	0.2867013805477609	ns
0	Tannerellaceae	rel_abund	HF/LF	LF/LF	28	28	2.793540035300809	0.005213457515638398	0.01737819171879466	*
0	Tannerellaceae	rel_abund	LF/HF	LF/LF	17	28	1.1486349295377745	0.2507065476725619	0.31338318459070236	ns
3	Tannerellaceae	rel_abund	Chow	HF/HF	14	1	-0.9866622036682391	0.32380826488726094	0.46258323555322994	ns
3	Tannerellaceae	rel_abund	Chow	HF/LF	14	6	2.602866418867869	0.009244796641958469	0.09244796641958469	ns
3	Tannerellaceae	rel_abund	Chow	LF/HF	14	2	1.4133986884579177	0.15753853102836862	0.2625642183806144	ns
3	Tannerellaceae	rel_abund	Chow	LF/LF	14	8	2.0694803707760143	0.03850103145207659	0.12833677150692197	ns
3	Tannerellaceae	rel_abund	HF/HF	HF/LF	1	6	2.1213882290691584	0.033889145007823716	0.12833677150692197	ns
3	Tannerellaceae	rel_abund	HF/HF	LF/HF	1	2	1.7062503692543616	0.08796147430808014	0.17592294861616029	ns
3	Tannerellaceae	rel_abund	HF/HF	LF/LF	1	8	1.8276273619623746	0.06760549640623482	0.16901374101558705	ns
3	Tannerellaceae	rel_abund	HF/LF	LF/HF	6	2	-0.24695729028681532	0.8049412778491537	0.848296597719855	ns
3	Tannerellaceae	rel_abund	HF/LF	LF/LF	6	8	-0.6533875745533005	0.5135064472375781	0.6418830590469726	ns
3	Tannerellaceae	rel_abund	LF/HF	LF/LF	2	8	-0.1912922945010694	0.848296597719855	0.848296597719855	ns
