"sheet_name","mouse_id","Strain","Sex","DOB","day","weight"
"Study 7",109,"Bl/6","F",2022-06-10,0,"17.1"
"Study 7",109,"Bl/6","F",2022-06-10,8,"17"
"Study 7",109,"Bl/6","F",2022-06-10,13,"17.8"
"Study 7",109,"Bl/6","F",2022-06-10,14,NA
"Study 7",109,"Bl/6","F",2022-06-10,15,"18.5"
"Study 7",109,"Bl/6","F",2022-06-10,16,"18.8"
"Study 7",109,"Bl/6","F",2022-06-10,17,"19"
"Study 7",109,"Bl/6","F",2022-06-10,18,"19"
"Study 7",110,"Bl/6","F",2022-06-10,0,"17.5"
"Study 7",110,"Bl/6","F",2022-06-10,8,"18.8"
"Study 7",110,"Bl/6","F",2022-06-10,13,"19.4"
"Study 7",110,"Bl/6","F",2022-06-10,14,NA
"Study 7",110,"Bl/6","F",2022-06-10,15,"20.2"
"Study 7",110,"Bl/6","F",2022-06-10,16,"20.5"
"Study 7",110,"Bl/6","F",2022-06-10,17,"17.8"
"Study 7",110,"Bl/6","F",2022-06-10,18,"16.399999999999999"
"Study 7",111,"Bl/6","F",2022-06-10,0,"18"
"Study 7",111,"Bl/6","F",2022-06-10,8,"19.1"
"Study 7",111,"Bl/6","F",2022-06-10,13,"20"
"Study 7",111,"Bl/6","F",2022-06-10,14,NA
"Study 7",111,"Bl/6","F",2022-06-10,15,"20.1"
"Study 7",111,"Bl/6","F",2022-06-10,16,"20.3"
"Study 7",111,"Bl/6","F",2022-06-10,17,"19.3"
"Study 7",111,"Bl/6","F",2022-06-10,18,"18.5"
"Study 7",112,"Bl/6","F",2022-06-10,0,"17.8"
"Study 7",112,"Bl/6","F",2022-06-10,8,"19.9"
"Study 7",112,"Bl/6","F",2022-06-10,13,"20.5"
"Study 7",112,"Bl/6","F",2022-06-10,14,NA
"Study 7",112,"Bl/6","F",2022-06-10,15,NA
"Study 7",112,"Bl/6","F",2022-06-10,16,NA
"Study 7",112,"Bl/6","F",2022-06-10,17,NA
"Study 7",112,"Bl/6","F",2022-06-10,18,NA
"Study 7",113,"Bl/6","F",2022-06-10,0,"18.1"
"Study 7",113,"Bl/6","F",2022-06-10,8,"19.3"
"Study 7",113,"Bl/6","F",2022-06-10,13,"19.3"
"Study 7",113,"Bl/6","F",2022-06-10,14,NA
"Study 7",113,"Bl/6","F",2022-06-10,15,"20.3"
"Study 7",113,"Bl/6","F",2022-06-10,16,"20.5"
"Study 7",113,"Bl/6","F",2022-06-10,17,"20"
"Study 7",113,"Bl/6","F",2022-06-10,18,"19.5"
"Study 7",114,"Bl/6","F",2022-06-10,0,"18"
"Study 7",114,"Bl/6","F",2022-06-10,8,"18"
"Study 7",114,"Bl/6","F",2022-06-10,13,"18.3"
"Study 7",114,"Bl/6","F",2022-06-10,14,NA
"Study 7",114,"Bl/6","F",2022-06-10,15,"18.7"
"Study 7",114,"Bl/6","F",2022-06-10,16,"18.8"
"Study 7",114,"Bl/6","F",2022-06-10,17,"19"
"Study 7",114,"Bl/6","F",2022-06-10,18,"19"
"Study 7",115,"Bl/6","F",2022-06-10,0,"16.2"
"Study 7",115,"Bl/6","F",2022-06-10,8,"16.6"
"Study 7",115,"Bl/6","F",2022-06-10,13,"16.5"
"Study 7",115,"Bl/6","F",2022-06-10,14,NA
"Study 7",115,"Bl/6","F",2022-06-10,15,"16.6"
"Study 7",115,"Bl/6","F",2022-06-10,16,"16.9"
"Study 7",115,"Bl/6","F",2022-06-10,17,"16.9"
"Study 7",115,"Bl/6","F",2022-06-10,18,"16.899999999999999"
"Study 7",116,"Bl/6","F",2022-06-10,0,"18.1"
"Study 7",116,"Bl/6","F",2022-06-10,8,"19.3"
"Study 7",116,"Bl/6","F",2022-06-10,13,"18.8"
"Study 7",116,"Bl/6","F",2022-06-10,14,NA
"Study 7",116,"Bl/6","F",2022-06-10,15,"18"
"Study 7",116,"Bl/6","F",2022-06-10,16,"18.2"
"Study 7",116,"Bl/6","F",2022-06-10,17,"19"
"Study 7",116,"Bl/6","F",2022-06-10,18,"19.5"
"Study 7",117,"Bl/6","F",2022-06-10,0,"16.4"
"Study 7",117,"Bl/6","F",2022-06-10,8,"17.5"
"Study 7",117,"Bl/6","F",2022-06-10,13,"18.9"
"Study 7",117,"Bl/6","F",2022-06-10,14,NA
"Study 7",117,"Bl/6","F",2022-06-10,15,"19"
"Study 7",117,"Bl/6","F",2022-06-10,16,"19.1"
"Study 7",117,"Bl/6","F",2022-06-10,17,"19.2"
"Study 7",117,"Bl/6","F",2022-06-10,18,"19.2"
